Fecha,Pruebas,Incidentes,H,H_UCI,Defunciones,Asint_H_<45,Asint_H_45a64,Asint_H_+65,Sint_H_<45,Sint_H_45a64,Sint_H_+65,Asint_M_<45,Asint_M_45a64,Asint_M_+65,Sint_M_<45,Sint_M_45a64,Sint_M_+65,Asintomaticos
2021-02-10,4411.0,214.0,682.0,152.0,14.0,24.0,5.0,2.0,29.0,26.0,7.0,23.0,5.0,4.0,52.0,21.0,14.0,63.0
2021-02-11,3749.0,211.0,627.0,147.0,16.0,27.0,11.0,5.0,36.0,19.0,4.0,17.0,1.0,3.0,51.0,26.0,5.0,64.0
2021-02-12,3721.0,297.0,580.0,138.0,15.0,40.0,6.0,2.0,52.0,18.0,11.0,41.0,5.0,4.0,70.0,21.0,8.0,98.0
2021-02-13,2635.0,124.0,534.0,132.0,10.0,15.0,3.0,6.0,17.0,7.0,5.0,10.0,6.0,5.0,29.0,11.0,8.0,45.0
2021-02-14,1133.0,33.0,506.0,130.0,10.0,1.0,3.0,1.0,9.0,1.0,2.0,4.0,0.0,1.0,5.0,6.0,1.0,10.0
2021-02-15,3443.0,169.0,500.0,121.0,7.0,18.0,2.0,2.0,37.0,13.0,10.0,9.0,3.0,3.0,36.0,19.0,7.0,37.0
2021-02-16,4158.0,192.0,463.0,119.0,9.0,29.0,10.0,5.0,32.0,15.0,13.0,16.0,10.0,3.0,33.0,16.0,6.0,73.0
2021-02-17,3198.0,134.0,424.0,110.0,5.0,16.0,10.0,3.0,25.0,13.0,4.0,14.0,4.0,5.0,21.0,12.0,5.0,52.0
2021-02-18,2702.0,126.0,407.0,112.0,9.0,13.0,1.0,3.0,25.0,10.0,5.0,15.0,3.0,1.0,31.0,16.0,3.0,36.0
2021-02-19,2208.0,141.0,383.0,109.0,8.0,24.0,5.0,2.0,31.0,12.0,3.0,18.0,2.0,1.0,18.0,11.0,8.0,52.0
2021-02-20,2374.0,96.0,342.0,106.0,10.0,8.0,2.0,0.0,16.0,8.0,8.0,9.0,3.0,4.0,19.0,6.0,6.0,26.0
2021-02-21,979.0,34.0,319.0,105.0,4.0,8.0,2.0,0.0,8.0,2.0,3.0,1.0,0.0,2.0,5.0,2.0,4.0,13.0
2021-02-22,3305.0,114.0,351.0,107.0,4.0,11.0,2.0,2.0,26.0,14.0,2.0,12.0,2.0,1.0,33.0,9.0,2.0,30.0
2021-02-23,3237.0,130.0,312.0,92.0,3.0,18.0,5.0,2.0,25.0,11.0,2.0,18.0,8.0,1.0,28.0,10.0,6.0,52.0
2021-02-24,2877.0,113.0,286.0,89.0,4.0,12.0,3.0,2.0,15.0,14.0,5.0,6.0,7.0,2.0,23.0,8.0,4.0,32.0
2021-02-25,2402.0,88.0,259.0,86.0,14.0,7.0,5.0,2.0,20.0,6.0,4.0,16.0,2.0,1.0,15.0,9.0,3.0,33.0
2021-02-26,2601.0,92.0,237.0,81.0,6.0,9.0,5.0,3.0,21.0,3.0,4.0,9.0,4.0,2.0,21.0,7.0,4.0,32.0
2021-02-27,1650.0,43.0,231.0,82.0,4.0,5.0,2.0,0.0,8.0,6.0,3.0,6.0,1.0,2.0,3.0,6.0,1.0,16.0
2021-02-28,1214.0,59.0,229.0,80.0,2.0,8.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,18.0,4.0,2.0,17.0
2021-03-01,2820.0,72.0,217.0,75.0,5.0,8.0,3.0,2.0,19.0,9.0,1.0,8.0,1.0,2.0,14.0,12.0,5.0,24.0
2021-03-02,3315.0,98.0,204.0,73.0,6.0,13.0,5.0,3.0,20.0,6.0,3.0,10.0,1.0,4.0,23.0,10.0,3.0,36.0
2021-03-03,2648.0,88.0,202.0,71.0,1.0,12.0,4.0,1.0,16.0,11.0,4.0,6.0,2.0,4.0,17.0,7.0,5.0,29.0
2021-03-04,2299.0,105.0,182.0,68.0,4.0,10.0,6.0,3.0,23.0,5.0,3.0,9.0,6.0,1.0,20.0,16.0,3.0,35.0
2021-03-05,2224.0,71.0,173.0,66.0,5.0,15.0,1.0,1.0,18.0,9.0,2.0,8.0,1.0,3.0,14.0,5.0,0.0,29.0
2021-03-06,1925.0,64.0,155.0,63.0,2.0,13.0,3.0,2.0,17.0,6.0,2.0,4.0,3.0,0.0,5.0,5.0,1.0,25.0
2021-03-07,973.0,22.0,153.0,63.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,4.0
2021-03-08,2822.0,82.0,159.0,59.0,2.0,20.0,2.0,3.0,23.0,8.0,2.0,5.0,5.0,1.0,25.0,7.0,4.0,36.0
2021-03-09,2713.0,60.0,157.0,58.0,3.0,6.0,3.0,2.0,13.0,7.0,1.0,5.0,1.0,0.0,12.0,7.0,4.0,17.0
2021-03-10,2746.0,91.0,150.0,57.0,1.0,14.0,4.0,1.0,23.0,6.0,5.0,15.0,7.0,4.0,9.0,2.0,3.0,45.0
2021-03-11,2077.0,64.0,134.0,52.0,1.0,9.0,4.0,1.0,16.0,5.0,0.0,9.0,3.0,2.0,12.0,6.0,4.0,28.0
2021-03-12,2112.0,58.0,136.0,54.0,2.0,9.0,1.0,3.0,12.0,7.0,0.0,6.0,0.0,2.0,12.0,4.0,2.0,21.0
2021-03-13,1963.0,65.0,138.0,52.0,1.0,8.0,3.0,1.0,14.0,3.0,2.0,11.0,1.0,1.0,15.0,4.0,3.0,25.0
2021-03-14,1253.0,16.0,135.0,52.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0
2021-03-15,3056.0,78.0,145.0,54.0,0.0,5.0,3.0,1.0,19.0,5.0,0.0,7.0,6.0,2.0,16.0,10.0,2.0,24.0
2021-03-16,2482.0,53.0,135.0,52.0,1.0,6.0,0.0,3.0,12.0,7.0,1.0,3.0,1.0,1.0,12.0,4.0,3.0,14.0
2021-03-17,2203.0,62.0,127.0,51.0,0.0,5.0,3.0,2.0,8.0,7.0,3.0,10.0,1.0,0.0,15.0,6.0,1.0,21.0
2021-03-18,1946.0,83.0,127.0,48.0,2.0,9.0,5.0,1.0,23.0,2.0,1.0,10.0,5.0,3.0,17.0,9.0,1.0,33.0
2021-03-19,760.0,14.0,116.0,48.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,7.0
2021-03-20,1875.0,68.0,114.0,43.0,0.0,8.0,4.0,3.0,16.0,5.0,1.0,6.0,1.0,1.0,19.0,5.0,0.0,23.0
2021-03-21,1188.0,30.0,116.0,43.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,3.0,1.0,0.0,13.0,3.0,1.0,6.0
2021-03-22,2715.0,53.0,125.0,44.0,2.0,10.0,1.0,0.0,13.0,14.0,1.0,1.0,2.0,1.0,12.0,8.0,2.0,15.0
2021-03-23,2808.0,84.0,117.0,43.0,2.0,12.0,7.0,1.0,18.0,7.0,5.0,8.0,2.0,1.0,15.0,10.0,5.0,31.0
2021-03-24,2453.0,52.0,110.0,40.0,0.0,3.0,2.0,1.0,16.0,2.0,4.0,5.0,4.0,0.0,9.0,5.0,2.0,15.0
2021-03-25,2108.0,88.0,105.0,41.0,0.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,9.0,9.0,3.0,9.0
